Identifiant,target,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
14495,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450,4,1960,0,   .,75119
16995,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1671,2,1960,0,8,13204
18921,0,2012,"0,12295082",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,1680,4,1980,0,5,75116
10349,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500,2,1960,0,   .,90010
15903,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,220,3,1995,0.3,2,93029
6474,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1166,2,1960,0,   .,13205
11450,0,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,3,1959,0.6,5,2B033
6992,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6628,2,1980,0,   .,14220
5231,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,2,1960,0,   .,77088
5090,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,335,4,1960,0,   .,6088
3396,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,255,3,1960,0,   .,93055
11643,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1820,1,1988,0,   .,22050
1499,0,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2280,2,1970,0,9,13207
7236,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1040,2,1988,0,   .,78650
1941,1,2014,"0,41369863",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6000,2,1980,0,   .,34902
15622,0,2013,"0,747945205",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,2,4890,2,2009,0.3,3,56260
2080,1,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2271,2,,0,   .,38567
13861,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,690,1,1960,0,   .,42119
11077,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,530,1,2006,0,4,87085
14019,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660,2,,0,   .,31186
6663,0,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800,1,1980,0,   .,12300
10624,1,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3033,2,1980,0,   .,21231
14925,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,910,3,1980,0,   .,92026
8551,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2325,4,,0,   .,6004
15392,0,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,eff,1,1680,2,2008,0,3,76259
18455,1,2016,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,16347,2,1980,0.6,7,83061
4156,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,1,1960,0,   .,91174
16638,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4953,2,1998,0,4,69244
10358,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2881,2,1988,0,   .,83061
9741,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,2,1960,0,   .,13204
4790,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,560,2,1960,0,3,83062
14586,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,651,1,1960,0,   .,91174
9646,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,2,1960,0,   .,13206
7863,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1560,1,1960,0,   .,42186
17523,0,2013,"0,657534247",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,330,2,2000,0,3,38085
10047,0,2013,"0,939726027",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1121,1,1960,0,   .,54263
15505,0,2014,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,4000,4,1980,0,4,6033
4838,1,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,980,2,1998,0,3,68120
11331,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,611,2,1988,0,   .,31341
5339,1,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1446,4,1950,0,4,6083
11089,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3400,4,1960,0,   .,75114
14626,1,2014,"0,731506849",0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1765,2,1970,0.6,6,13209
1807,0,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420,2,1960,0,   .,67447
1945,0,2013,"0,438356164",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,403,3,,0,   .,64483
7374,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300,2,,0,   .,34120
13529,1,2015,"0,947945205",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,2,1870,V,   .,
6353,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,536,2,1960,0,4,59183
11121,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2000,3,1980,0,   .,2B309
19737,0,2015,"0,517808219",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,568,2,1980,0.6,3,62041
17954,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1200,1,1995,0,3,86194
23,0,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1300,2,1960,0,5,26058
9616,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2600,2,1960,0,   .,13208
7135,0,2013,"0,747945205",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,933,2,1960,0,   .,67447
7847,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,280,3,,0,   .,59350
16590,1,2015,"0,857534247",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4814,1,2010,0,6,13001
7912,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1506,3,1988,0,   .,33069
7501,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2152,2,1988,0,   .,64024
13051,0,2012,"0,702185792",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4601,1,1988,0,   .,89387
728,0,2015,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,1,1680,4,1930,0.6,6,6088
10528,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000,3,1980,0.6,7,2A004
15683,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5200,1,2009,0,5,74220
4287,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1592,2,1980,0,   .,4126
6197,1,2013,"0,942465753",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5439,3,1980,0,   .,54395
14941,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3500,3,1988,0,   .,2A004
11607,0,2012,"0,683060109",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1169,1,1988,0,   .,13056
3306,1,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,3200,2,1995,0,4,68278
18126,1,2013,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1604,3,1950,0,4,92048
2494,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,1960,0,   .,13206
4934,0,2015,"0,2",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,3,1988,0,   .,64445
971,0,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,1,1950,0.3,3,73248
7457,0,2016,"0,24863388",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1440,1,1980,0,   .,13004
5933,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,600,1,1950,0.3,5,43051
2610,0,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900,1,,0,   .,91016
18123,1,2014,1,1,V,N,3,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,effpi,2,2650,4,1900,0,8,75116
3204,0,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,534,2,1910,0.6,4,13214
1029,0,2013,"0,665753425",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,2,1960,0,   .,62108
16160,0,2013,"0,284931507",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,234,2,2010,0.3,1,69266
19400,0,2016,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2999,2,1964,0.6,6,78646
6335,1,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,456,3,,0,   .,93070
11824,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3721,2,1988,0,   .,26198
7040,0,2013,"0,665753425",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240,2,1980,0,   .,77373
8245,0,2013,"0,161643836",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050,3,,0,   .,2B353
14414,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050,3,1960,0,   .,67482
17206,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000,2,1991,0,3,83118
6507,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3100,2,1980,0,   .,13204
15124,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,726,2,1960,0,   .,57463
10082,0,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,670,2,1920,0,3,13208
8440,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,706,3,1950,0,3,64189
2912,0,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,300,2,,0,   .,26362
2028,0,2013,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,1,296,2,1950,0.3,4,76351
5440,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700,2,1980,0,   .,26114
18967,0,2013,1,1,V,N,3,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,1200,4,1830,0,6,75118
16172,0,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,5140,1,2008,0,2,74016
7687,1,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3550,1,1988,0,   .,74278
15192,0,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,915,1,2009,0,4,91649
232,0,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800,2,1960,0,   .,77379
10889,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2619,1,1988,0,   .,74016
11054,1,2014,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,459,3,1960,0,   .,92040
15148,1,2016,"0,99726776",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,11389,2,1979,0,>=10,60159
125,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,160,2,1980,0,   .,83137
6110,0,2016,"0,994535519",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400,2,1980,0,   .,83115
11675,0,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,735,4,1960,0,   .,75106
18103,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,660,1,2005,0.6,3,19123
18078,0,2014,"0,747945205",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,11007,1,1970,0,8,91432
4959,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,746,2,1988,0,   .,51454
7473,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200,1,1960,0,   .,33009
3444,0,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,1,400,3,1900,0.6,3,93048
11639,0,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,250,2,1950,0.6,3,11262
361,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1600,2,1980,0,   .,34172
1289,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250,1,1988,0,   .,88383
2111,0,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1350,2,1958,0,4,26058
6583,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,540,3,,0,   .,33063
9671,1,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,1,1980,0,   .,63075
8529,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3700,4,,0,   .,6155
6365,0,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,620,2,1900,0,4,13001
13623,0,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2250,3,1980,0,   .,94068
17590,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400,2,2010,0.3,3,13215
608,0,2015,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,550,1,,0,   .,91292
12731,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,770,3,1988,0,   .,92050
11174,0,2013,"0,915068493",0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,1,4260,2,1968,0,4,13211
6347,0,2014,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180,2,1988,0,   .,62108
18620,0,2012,"0,603825137",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,4096,1,1950,0,6,84007
2638,0,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1700,1,1980,0,   .,5177
2859,0,2014,"0,021917808",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1125,4,1980,0,   .,6088
9178,0,2012,"0,581967213",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1731,1,,0,   .,87085
18681,0,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400,1,1960,0.3,2,33143
15260,1,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1382,2,2008,0,6,83123
2274,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550,2,,0,   .,67447
3894,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,680,2,1960,0,   .,39300
7958,0,2012,"0,163934426",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,60,3,,0,   .,83137
4423,0,2016,"0,99726776",0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,690,2,1930,0,4,62108
8199,0,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3042,3,1973,0,8,2B033
9833,0,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,1,500,3,1905,0.3,3,2B007
6671,0,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,1,414,3,,0,   .,93006
2479,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,965,2,1988,0,   .,62899
16017,1,2014,1,1,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,1205,4,1910,0,6,75115
6816,0,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,950,4,1920,0,6,75111
16685,0,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1859,2,1998,0,3,34324
4276,0,2016,"0,415300546",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1455,2,1960,0,   .,13201
8302,1,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1894,4,1856,0,5,6088
13866,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,256,2,1960,0,   .,77288
2276,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3489,2,,0,   .,67218
2398,0,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,516,2,1900,0.3,5,13207
16786,1,2013,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,6206,2,1990,0,6,38185
17999,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800,2,2007,0,2,83115
18005,0,2016,"0,191256831",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3650,2,1980,0,5,77373
4120,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630,2,1960,0,   .,62108
4610,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250,1,1980,0,   .,74264
15718,0,2016,"0,830601093",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,335,2,1985,0,1,38567
9680,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,13205
16940,1,2013,0,1,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,8000,4,1970,0,7,6088
8475,0,2016,"0,99726776",0,O,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100,4,,0,   .,6012
11488,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,1,1988,0,   .,61169
9921,0,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,2,1960,0,   .,13001
4611,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750,1,1960,0,   .,21054
15072,0,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1100,2,2009,0,3,38394
11228,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150,3,1980,0,   .,83137
3346,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,3,,0,   .,67482
2657,0,2016,"0,99726776",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1130,2,1960,0,   .,51454
5765,0,2013,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1000,1,1980,0,4,74012
18860,1,2012,"0,25136612",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,7500,4,1900,0,7,75108
3292,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3040,2,1960,0,   .,13202
11993,0,2015,"0,997260274",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1936,1,,0,   .,45155
3995,0,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3245,3,1980,0,   .,94041
8840,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650,4,,0,   .,6083
10789,0,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140,4,1960,0,   .,6088
11712,0,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,596,4,1960,0,   .,6088
11369,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,630,1,2012,0,3,17093
9161,1,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,4,,0,   .,6029
15949,1,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,5500,3,1960,0.3,4,2A004
18141,0,2016,"0,079234973",1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,714,3,1930,0,6,92012
13738,1,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300,2,1960,0,   .,13201
2164,1,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2100,2,1960,0,   .,34172
6371,0,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1630,2,1988,0,   .,62201
2234,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,950,2,,0,   .,57143
3227,1,2012,0,0,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,390,2,,0,   .,76351
1441,1,2012,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,3360,2,1920,0,6,42218
8045,0,2014,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,60,2,,0,   .,59646
410,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,563,1,1960,0.6,4,23096
8186,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4000,3,,0,   .,2B033
360,0,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,1,1980,0,   .,74215
15390,1,2013,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,720,2,1945,0,5,60141
18032,1,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,15620,3,1978,0,>=10,59350
3298,0,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,750,2,1990,0.3,5,62826
16672,0,2012,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2300,3,1966,0,8,94067
15854,1,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8641,4,1987,0,6,6157
13759,0,2016,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000,3,1960,0,   .,92040
19334,0,2013,"0,131506849",0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,2800,2,1963,0.6,4,30133
1870,0,2012,"0,93715847",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510,2,1960,0,   .,31555
14487,1,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,140,2,1960,0,   .,13207
8874,1,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400,4,,0,   .,6083
500,0,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300,1,1900,0.6,3,49007
18880,0,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500,2,1978,0,3,65017
17732,1,2013,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,eff,2,1117,4,1980,0,6,75105
13098,0,2015,"0,983561644",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620,2,1960,0,   .,78646
2561,0,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,720,2,1960,0,   .,13203
18084,1,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,8015,2,1973,0.6,3,30133
18795,1,2014,1,1,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,7861,2,1955,0,7,56121
397,0,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,850,1,1960,0,   .,41018
18220,1,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,700,4,1960,0,3,6083
5659,0,2014,"0,495890411",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,490,3,1960,0,   .,93045
12681,0,2016,"0,99726776",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,580,3,1960,0,   .,93045
10141,0,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460,2,,0,   .,13205
12300,1,2013,"0,161643836",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6750,2,1980,0,   .,13212
13616,0,2012,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1900,3,1997,0,4,93045
14861,1,2012,1,1,V,N,V,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3800,2,1960,0,3,77337
7620,0,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2015,1,1988,0,   .,73213
12907,0,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2700,4,1988,0,   .,75115
18818,0,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1061,1,1960,0,4,84007
6188,1,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,14600,1,1980,0,   .,43002
12586,0,2013,"0,356164384",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,390,2,1980,0.3,2,57288
10818,1,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,795,3,1960,0,   .,33063
3094,0,2016,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1425,4,1960,0,6,6088
5533,1,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,5927,4,1972,0,6,6088
16930,0,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,12900,4,1970,0,5,6083
14396,0,2013,"0,484931507",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4250,1,1988,0,   .,13031
4720,0,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,337,2,1960,0,   .,34032
11949,0,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,204,2,1900,0,4,78586
